MOF_name,Load [molecules/UC],Load [mol/kg framework],Enthalpy_Ads [KJ/mol],Host_Ads_vdW [K],Host_Ads_Coul [K],Ads_Ads_vdW [K],Ads_Ads_Coul [K],Ave_Heat_Cap [J/mol/K],Total_E [K],Ave_Dens [kg/m3],Fugacity [Pa],Molecule
OPT_lnj_sym_3_on_1_sym_7_mc_4_2B_2F_2B_2F,12.3746000000,1.7214633884,2.68715,-25307.198091,0.00000,-1623.985697,0.00000,1544.93194,8656.84481,27.92846,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_2B_4F_2B_4F,10.5932000000,1.1881774497,2.37006,-21400.877406,0.00000,-1141.580116,0.00000,1221.14311,7760.13606,23.83727,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_ntn_edge_1B_2OH,171.2318000000,6.8914857703,-36.30404,-737462.584247,0.00000,-229117.293274,0.00000,14336.24169,-476062.67395,363.95070,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_ntn_edge_2B_2F,57.1512000000,6.3521541017,-12.99162,-174970.604448,0.00000,-50681.454132,0.00000,6701.09209,-61305.91701,235.86020,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_1B_2CF3_1B_2CF3,33.3958000000,4.8658080880,-14.33877,-104047.540566,0.00000,-27983.118343,0.00000,4310.55742,-36005.78010,226.72748,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_1B_2NO2_ntn_edge,84.7812000000,5.6277009716,-25.00070,-301068.010869,0.00000,-87749.231638,0.00000,12127.22422,-147120.72594,278.85616,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_2B_2CF3_2B_2CF3,18.5712000000,1.5536106564,-2.71736,-49069.199751,0.00000,-3181.868863,0.00000,1803.12964,742.15990,41.59309,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_2B_4Br_ntn_edge,153.8056000000,3.4413235142,-13.97266,-446794.529216,0.00000,-135213.349833,0.00000,19762.79793,-139433.19542,229.99153,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_ntn_edge_1B_2NH2,165.3430000000,6.7837932684,-41.46575,-790259.181648,0.00000,-193842.678805,0.00000,17285.48895,-507189.52974,332.96335,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_2_sym_7_mc_4_ntn_edge_2B_2F,62.9818000000,7.0559945343,-14.40186,-214351.359381,0.00000,-58212.872771,0.00000,7443.02663,-92279.65282,262.24310,98295.62964388793625,23-dmb_433K_1Bar
OPT_lvtb_sym_5_mc_2_sym_5_on_11_1B_2CN,13.1146400000,1.6298598918,-51.40793,-501343.419540,0.00000,-26116.134026,0.00000,5904.22672,-342263.06086,154.36659,98295.62964388793625,23-dmb_433K_1Bar
OPT_lvtb_sym_5_mc_2_sym_5_on_11_2B_2CF3,14.3950000000,1.6372189529,-4.98550,-41777.757421,0.00000,-2688.361183,0.00000,1927.64137,-3173.82248,49.90243,98295.62964388793625,23-dmb_433K_1Bar
OPT_lvtb_sym_5_mc_2_sym_5_on_9_1B_2CF3,69.4474000000,3.5415598646,-19.62480,-225462.792426,0.00000,-66817.332474,0.00000,7731.64928,-93198.63992,232.84602,98295.62964388793625,23-dmb_433K_1Bar
OPT_lvtb_sym_5_mc_2_sym_5_on_9_2B_2CH3,17.7566000000,3.6674888386,-4.36047,-50863.154866,0.00000,-5349.998364,0.00000,1748.49982,-5076.36538,83.04760,98295.62964388793625,23-dmb_433K_1Bar
OPT_lvtb_sym_5_on_9_sym_5_mc_2_1B_2CH3,80.6850000000,6.3526837121,-23.03330,-256641.686930,0.00000,-91383.648345,0.00000,8463.11376,-117564.79409,280.68621,98295.62964388793625,23-dmb_433K_1Bar
